Assessments
6/15/2022

Year,Division,School,Level,Subgroup,"Test Level","Subject Area",Subject,"Percent Pass","Percent Proficiency",Advance,Fail,"Record Count"
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"All Students",3,MATH,"Grade 3 Mathematics",76,70,6,24,84
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"American Indian",3,MATH,"Grade 3 Mathematics",100,<,<,0,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Asian,3,MATH,"Grade 3 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Black,3,MATH,"Grade 3 Mathematics",100,<,<,0,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Economically Disadvantaged",3,MATH,"Grade 3 Mathematics",73,68,4,27,73
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"English Learners",3,MATH,"Grade 3 Mathematics",75,74,1,25,68
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Female,3,MATH,"Grade 3 Mathematics",73,67,6,27,48
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Hispanic,3,MATH,"Grade 3 Mathematics",74,69,4,26,72
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Homeless,3,MATH,"Grade 3 Mathematics",53,53,-,47,17
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Male,3,MATH,"Grade 3 Mathematics",81,75,6,19,36
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Military Connected",3,MATH,"Grade 3 Mathematics",100,<,<,0,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Multiple Races",3,MATH,"Grade 3 Mathematics",100,<,<,0,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Not Economically Disadvantaged",3,MATH,"Grade 3 Mathematics",100,82,18,0,11
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Students with Disabilities",3,MATH,"Grade 3 Mathematics",67,67,-,33,12
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Students without Disabilities",3,MATH,"Grade 3 Mathematics",78,71,7,22,72
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,White,3,MATH,"Grade 3 Mathematics",100,<,<,0,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"All Students",4,MATH,"Grade 4 Mathematics",75,71,5,25,102
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Asian,4,MATH,"Grade 4 Mathematics",100,<,<,0,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Black,4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Economically Disadvantaged",4,MATH,"Grade 4 Mathematics",73,72,1,27,89
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"English Learners",4,MATH,"Grade 4 Mathematics",67,66,1,33,70
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Female,4,MATH,"Grade 4 Mathematics",69,64,4,31,45
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Hispanic,4,MATH,"Grade 4 Mathematics",74,71,3,26,86
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Homeless,4,MATH,"Grade 4 Mathematics",55,50,5,45,20
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Male,4,MATH,"Grade 4 Mathematics",81,75,5,19,57
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Not Economically Disadvantaged",4,MATH,"Grade 4 Mathematics",92,62,31,8,13
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Students with Disabilities",4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Students without Disabilities",4,MATH,"Grade 4 Mathematics",80,74,5,20,93
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,White,4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"All Students",5,MATH,"Grade 5 Mathematics",74,59,15,26,85
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Asian,5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Black,5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Economically Disadvantaged",5,MATH,"Grade 5 Mathematics",73,62,11,27,66
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"English Learners",5,MATH,"Grade 5 Mathematics",37,37,-,63,27
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Female,5,MATH,"Grade 5 Mathematics",71,60,11,29,45
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Hispanic,5,MATH,"Grade 5 Mathematics",72,58,14,28,64
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Homeless,5,MATH,"Grade 5 Mathematics",50,40,10,50,10
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Male,5,MATH,"Grade 5 Mathematics",78,58,20,23,40
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Not Economically Disadvantaged",5,MATH,"Grade 5 Mathematics",79,47,32,21,19
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Students with Disabilities",5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Students without Disabilities",5,MATH,"Grade 5 Mathematics",77,60,17,23,78
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,White,5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"All Students",,MATH,Mathematics,75,67,8,25,271
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"American Indian",,MATH,Mathematics,<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Asian,,MATH,Mathematics,90,65,25,10,20
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Black,,MATH,Mathematics,80,80,-,20,10
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Economically Disadvantaged",,MATH,Mathematics,73,68,5,27,228
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"English Learners",,MATH,Mathematics,65,64,1,35,165
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Female,,MATH,Mathematics,71,64,7,29,138
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Hispanic,,MATH,Mathematics,73,67,7,27,222
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Homeless,,MATH,Mathematics,53,49,4,47,47
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Male,,MATH,Mathematics,80,70,10,20,133
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Military Connected",,MATH,Mathematics,100,<,<,0,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Multiple Races",,MATH,Mathematics,100,<,<,0,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Not Economically Disadvantaged",,MATH,Mathematics,88,60,28,12,43
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Students with Disabilities",,MATH,Mathematics,50,50,-,50,28
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Students without Disabilities",,MATH,Mathematics,78,69,9,22,243
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,White,,MATH,Mathematics,77,54,23,23,13
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"All Students",5,SCI,"Grade 5 Science",79,56,22,21,85
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Asian,5,SCI,"Grade 5 Science",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Black,5,SCI,"Grade 5 Science",100,<,<,0,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Economically Disadvantaged",5,SCI,"Grade 5 Science",76,59,17,24,66
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"English Learners",5,SCI,"Grade 5 Science",44,44,-,56,27
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Female,5,SCI,"Grade 5 Science",73,53,20,27,45
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Hispanic,5,SCI,"Grade 5 Science",75,56,19,25,64
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Homeless,5,SCI,"Grade 5 Science",60,50,10,40,10
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Male,5,SCI,"Grade 5 Science",85,60,25,15,40
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Not Economically Disadvantaged",5,SCI,"Grade 5 Science",89,47,42,11,19
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Students with Disabilities",5,SCI,"Grade 5 Science",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Students without Disabilities",5,SCI,"Grade 5 Science",79,56,23,21,78
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,White,5,SCI,"Grade 5 Science",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"All Students",,SCI,Science,79,56,22,21,85
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Asian,,SCI,Science,<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Black,,SCI,Science,100,<,<,0,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Economically Disadvantaged",,SCI,Science,76,59,17,24,66
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"English Learners",,SCI,Science,44,44,-,56,27
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Female,,SCI,Science,73,53,20,27,45
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Hispanic,,SCI,Science,75,56,19,25,64
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Homeless,,SCI,Science,60,50,10,40,10
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,Male,,SCI,Science,85,60,25,15,40
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Not Economically Disadvantaged",,SCI,Science,89,47,42,11,19
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Students with Disabilities",,SCI,Science,<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,"Students without Disabilities",,SCI,Science,79,56,23,21,78
"2018 - 2019","Loudoun County Public Schools","Guilford Elementary",SCH,White,,SCI,Science,<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"All Students",,ENGR,"English Reading",65,56,9,35,280
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"American Indian",,ENGR,"English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Asian,,ENGR,"English Reading",93,64,29,7,42
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Black,,ENGR,"English Reading",50,50,-,50,26
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Economically Disadvantaged",,ENGR,"English Reading",61,53,9,39,184
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"English Learners",,ENGR,"English Reading",44,41,3,56,130
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Female,,ENGR,"English Reading",69,58,10,31,137
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Hispanic,,ENGR,"English Reading",57,53,4,43,159
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Homeless,,ENGR,"English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Male,,ENGR,"English Reading",61,53,8,39,143
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Multiple Races",,ENGR,"English Reading",73,45,27,27,11
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Not Economically Disadvantaged",,ENGR,"English Reading",71,61,9,29,96
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students with Disabilities",,ENGR,"English Reading",44,22,22,56,32
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students without Disabilities",,ENGR,"English Reading",67,60,7,33,248
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,White,,ENGR,"English Reading",74,64,10,26,39
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"All Students",3,ENGR,"Grade 3 English Reading",59,51,8,41,95
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Asian,3,ENGR,"Grade 3 English Reading",100,69,31,0,13
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Black,3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Economically Disadvantaged",3,ENGR,"Grade 3 English Reading",52,46,6,48,50
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"English Learners",3,ENGR,"Grade 3 English Reading",49,45,4,51,55
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Female,3,ENGR,"Grade 3 English Reading",64,57,8,36,53
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Hispanic,3,ENGR,"Grade 3 English Reading",49,47,2,51,51
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Homeless,3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Male,3,ENGR,"Grade 3 English Reading",52,43,10,48,42
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Multiple Races",3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Not Economically Disadvantaged",3,ENGR,"Grade 3 English Reading",67,56,11,33,45
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students with Disabilities",3,ENGR,"Grade 3 English Reading",36,18,18,64,11
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students without Disabilities",3,ENGR,"Grade 3 English Reading",62,55,7,38,84
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,White,3,ENGR,"Grade 3 English Reading",68,53,16,32,19
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"All Students",4,ENGR,"Grade 4 English Reading",74,66,8,26,91
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Asian,4,ENGR,"Grade 4 English Reading",86,64,21,14,14
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Black,4,ENGR,"Grade 4 English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Economically Disadvantaged",4,ENGR,"Grade 4 English Reading",73,67,6,27,67
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"English Learners",4,ENGR,"Grade 4 English Reading",54,51,2,46,41
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Female,4,ENGR,"Grade 4 English Reading",81,69,11,19,36
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Hispanic,4,ENGR,"Grade 4 English Reading",68,66,2,32,56
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Homeless,4,ENGR,"Grade 4 English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Male,4,ENGR,"Grade 4 English Reading",69,64,5,31,55
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Multiple Races",4,ENGR,"Grade 4 English Reading",100,<,<,0,0
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Not Economically Disadvantaged",4,ENGR,"Grade 4 English Reading",75,63,13,25,24
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students with Disabilities",4,ENGR,"Grade 4 English Reading",64,27,36,36,11
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students without Disabilities",4,ENGR,"Grade 4 English Reading",75,71,4,25,80
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,White,4,ENGR,"Grade 4 English Reading",100,<,<,0,0
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"All Students",5,ENGR,"Grade 5 English Reading",62,51,11,38,94
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"American Indian",5,ENGR,"Grade 5 English Reading",100,<,<,0,0
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Asian,5,ENGR,"Grade 5 English Reading",93,60,33,7,15
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Black,5,ENGR,"Grade 5 English Reading",55,55,-,45,11
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Economically Disadvantaged",5,ENGR,"Grade 5 English Reading",57,43,13,43,67
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"English Learners",5,ENGR,"Grade 5 English Reading",24,21,3,76,34
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Female,5,ENGR,"Grade 5 English Reading",65,52,13,35,48
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Hispanic,5,ENGR,"Grade 5 English Reading",52,44,8,48,52
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Homeless,5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Male,5,ENGR,"Grade 5 English Reading",59,50,9,41,46
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Multiple Races",5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Not Economically Disadvantaged",5,ENGR,"Grade 5 English Reading",74,70,4,26,27
"2018 - 2019","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students with Disabilities",5,ENGR,"Grade 5 English Reading",30,20,10,70,10
